7;-7.88854961803983;0.748920890723818;-2.69077362847807;-2.81722861981869;-1017.40527473304;-672.76977489366;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(link='log', max_iter=100000, power=2);169;0.74542206390904;2.80458312068463;751.648563774499;0.783959760788599;2.74853446792492;577.716238232711
6;0.554414865587823;0.781876048216374;-0.8796106573093;-2.83953711705022;-1124.8399538586;-582.632094762625;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'TOC'];TweedieRegressor(link='log', max_iter=100000, power=2);89;0.778940545513735;2.64354447107613;629.684550459087;0.756832485275412;2.74746684284518;669.032120907767
1;-2.13953937796771;0.69379265252306;-1.00212263619241;-3.18720396776945;-1339.24300167316;-635.04313993078;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC', 'PC2'];TweedieRegressor(link='log', max_iter=100000, power=2);532;0.654652827415772;2.96869583461175;1009.71219384194;0.783912448541776;2.74227881523471;573.583698783965
2;0.821549169763374;0.715367262423752;-18.7665741229965;-1.2814249844741;-1427.40105904477;-592.170029427117;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC', 'PC2'];TweedieRegressor(link='log', max_iter=100000, power=2);532;0.726249788663388;3.02993989832634;759.70272643359;0.783912448541776;2.74227881523471;573.583698783965
3;0.326532875256142;0.772256786040937;-0.498900813166222;-1.46941241103631;-10301.3559868645;-462.666034845415;['Depth', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(link='log', max_iter=100000, power=2);311;0.675118942140922;1.3723612512493;506.701985599135;0.57762782159559;2.23380066413635;875.156703383946
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Model run: 20221121_115347;;;;;;;;;;;;;;;
Scaler: None;;;;;;;;;;;;;;;
n feature combinations: (2, 3);;;;;;;;;;;;;;;
Regressors: [{'regressor': [TweedieRegressor(max_iter=100000)], 'regressor__power': [2], 'regressor__alpha': [0, 0.2, 1, 2, 5, 10], 'regressor__link': ['log']}];;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Scorer      for evaluation: MedAE  (outer fold results are sorted by this!);;;;;;;;;;;;;;;
Aggregation for evaluation: median;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
CV schemes:;;;;;;;;;;;;;;;
    inner: LeaveOneOut();;;;;;;;;;;;;;;
    outer: 10;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
outerCV_fold;test_R2;train_R2;test_MAPE;train_MAPE;test_MedAE;train_MedAE;features;regressor;feature_combi_ID;allSamples_R2;allSamples_MAPE;allSamples_MedAE;allSamples_R2_refit;allSamples_MAPE_refit;allSamples_MedAE_refit
5;0.742223029501238;-0.0161521872963994;-0.336420902535222;-1.41047781107704;-318.027889059042;-538.578774676573;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'TOC', 'PC2'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);472;0.00873235112287796;1.30307212022286;492.691635848179;0.163642052271111;1.40122176265385;555.988159578266
8;0.716968413269982;0.827150435947663;-1.86028698624106;-2.96025270762009;-388.728350365058;-643.934472726171;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC', 'PC2'];TweedieRegressor(alpha=1, link='log', max_iter=100000, power=2);532;0.832145084848812;2.85025613548219;605.954988427585;0.783912448541794;2.74227881523467;573.583698783943
9;0.656245506483664;0.62199371836277;-0.845422075778693;-1.2719746779127;-465.191558206398;-565.031081025336;['Depth', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);242;0.62879720139354;1.2293194176993;517.710925562133;0.554433140530792;1.23509086169771;605.564631948055
4;0.976221851849262;0.824737168334652;-2.59373361260805;-2.99823475130417;-696.647653389851;-577.125145932478;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC', 'PC2'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);532;0.839204902648419;2.95778463743456;582.614562732593;0.825156341298683;2.81522079206826;594.519206328601
0;0.723691674065706;0.622724485762674;-0.251986469184853;-2.7936482201426;-853.629395973676;-518.012055860947;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'TOC', 'PC2'];TweedieRegressor(alpha=0.2, link='log', max_iter=100000, power=2);468;0.624914662242652;2.53948204504682;667.391468414852;0.695143336860092;2.65690553504129;694.60272583676
2;0.840854868404835;0.784311524469091;-19.208894018414;-1.30452377139693;-1103.54036217183;-551.310741775036;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC', 'PC2'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);532;0.791101849523802;3.09496079609864;564.217665239728;0.825156341298683;2.81522079206826;594.519206328601
6;-0.0796632405385769;0.475638419648054;-0.532518226570554;-1.1324873169896;-1134.12887452356;-440.056447036454;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);95;0.468424151382079;1.07249040794769;536.296207689808;0.430982462845653;1.2355115752499;751.105796575507
1;-0.76409240180611;0.858187161160783;-0.878764991880547;-3.50403718445382;-1274.37341668772;-586.191409776978;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'TOC'];TweedieRegressor(alpha=5, link='log', max_iter=100000, power=2);89;0.835593954099676;3.24150996519649;626.60265206963;0.849681050481486;3.02811156330917;688.151155193547
7;-45.7986705912706;0.252396108066913;-6.96525906034888;-2.21075551862727;-3972.3482112579;-817.965941164267;['Depth', 'WWTP_influence_as_cumulated_residence__nosed_allsizes_allseasons_222', 'perc MUD'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);290;0.213896400667507;2.68620587279943;1062.09433695307;0.51203830067652;2.50286849382624;925.805544093738
3;0.113420708503772;0.558699440121977;-0.524790080514345;-1.30197593552881;-9930.87487520584;-449.64944726977;['Dist_Land', 'WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'TOC'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);360;0.52804724399997;1.22425735002737;450.605213735123;0.0296168666726297;1.59866373160151;972.022780842045
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Model run: 20221121_165743;;;;;;;;;;;;;;;
Scaler: None;;;;;;;;;;;;;;;
n feature combinations: 2;;;;;;;;;;;;;;;
Regressors: [{'regressor': [TweedieRegressor(max_iter=100000)], 'regressor__power': [2], 'regressor__alpha': [0, 0.2, 1, 2, 5, 10], 'regressor__link': ['log']}];;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Scorer      for evaluation: MedAE  (outer fold results are sorted by this!);;;;;;;;;;;;;;;
Aggregation for evaluation: median;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
CV schemes:;;;;;;;;;;;;;;;
    inner: LeaveOneOut();;;;;;;;;;;;;;;
    outer: 10;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
outerCV_fold;test_R2;train_R2;test_MAPE;train_MAPE;test_MedAE;train_MedAE;features;regressor;feature_combi_ID;allSamples_R2;allSamples_MAPE;allSamples_MedAE;allSamples_R2_refit;allSamples_MAPE_refit;allSamples_MedAE_refit
9;-0.0893922810988883;0.119032333269933;-1.1226645549883;-1.41552588833369;-385.773468066388;-613.365592021948;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'TOC'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);194;0.131116183065873;1.38623975499915;611.064173733093;0.236854254662458;1.55211725576063;891.880191497768
8;0.717964995932969;0.827157879699174;-1.86629226475834;-2.96644967247104;-390.251120965998;-648.138694771767;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(alpha=1, link='log', max_iter=100000, power=2);269;0.832153945987409;2.85643393169977;602.840837592943;0.783959760788599;2.74853446792492;577.716238232711
5;0.92935308940786;0.842490289674647;-0.778054113461473;-3.24031613837958;-611.057500589127;-587.038347806528;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);269;0.845894236066958;2.99408993588777;599.047924197828;0.825137020496119;2.81831488395849;595.025007121678
4;0.976109727670814;0.824783429096227;-2.59487331006233;-3.00173693071782;-700.122118195748;-577.302197678227;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);269;0.839237595094102;2.96105056865227;581.591290654337;0.825137020496119;2.81831488395849;595.025007121678
2;0.840756971035365;0.784415983424608;-19.2328713505862;-1.30491903785501;-1098.26813999689;-551.873025480503;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);269;0.791192367386786;3.09771426912813;563.136371027692;0.825137020496119;2.81831488395849;595.025007121678
6;-0.0796632405385769;0.475638419648054;-0.532518226570554;-1.1324873169896;-1134.12887452356;-440.056447036454;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);195;0.468424151382079;1.07249040794769;536.296207689808;0.430982462845653;1.2355115752499;751.105796575507
7;-6.92680073170845;0.85680897047244;-2.54924122380499;-2.69112308022006;-1273.70471370656;-643.098004566192;['WWTP_influence_as_mean_time_travelled__nosed_0µm_spring_222', 'TOC'];TweedieRegressor(alpha=5, link='log', max_iter=100000, power=2);399;0.850866814212076;2.67693489457855;720.387320862959;0.856502590723555;2.61464003370557;833.931320987469
1;-1.81669662623832;0.837607842644275;-0.961534573888782;-3.04714620767869;-1294.75459402752;-554.700034703082;['WWTP_influence_as_mean_time_travelled__nosed_0µm_summer_444', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);339;0.800261674393789;2.8385850442997;651.753000052102;0.839895640738148;2.65608891091064;733.569446574586
0;0.467114556870563;0.819184896528183;-0.478192574586787;-1.63815572705864;-1383.68327110217;-528.835441171272;['WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);520;0.81348601820903;1.52215941181146;710.313087900082;0.843439198173022;1.77690663303927;721.845004000575
3;0.567734428434953;0.733370918665875;-0.461828927734918;-1.38884150346381;-6765.17967337909;-426.999072057717;['WWTP_influence_as_cumulated_residence__nosed_0µm_autumn_222', 'TOC'];TweedieRegressor(alpha=0.2, link='log', max_iter=100000, power=2);294;0.753790527328153;1.29614024589092;441.099329983454;0.572685420162822;2.07960489672905;1014.90623114501
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Model run: 20221121_211601;;;;;;;;;;;;;;;
Scaler: None;;;;;;;;;;;;;;;
n feature combinations: 2;;;;;;;;;;;;;;;
Regressors: [{'regressor': [TweedieRegressor(max_iter=100000)], 'regressor__power': [2], 'regressor__alpha': [0, 0.2, 1, 2, 5, 10], 'regressor__link': ['log']}];;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Scorer      for evaluation: MedAE  (outer fold results are sorted by this!);;;;;;;;;;;;;;;
Aggregation for evaluation: median;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
CV schemes:;;;;;;;;;;;;;;;
    inner: LeaveOneOut();;;;;;;;;;;;;;;
    outer: 10;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
outerCV_fold;test_R2;train_R2;test_MAPE;train_MAPE;test_MedAE;train_MedAE;features;regressor;feature_combi_ID;allSamples_R2;allSamples_MAPE;allSamples_MedAE;allSamples_R2_refit;allSamples_MAPE_refit;allSamples_MedAE_refit
5;0.991565095967244;0.832181685714367;-0.593754657951122;-1.55556993579281;-149.18991486601;-575.783861602126;['WWTP_influence_as_cumulated_residence__nosed_0µm_autumn_222', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);294;0.836803895885326;1.45607180360229;428.654513696667;0.84363072937122;1.37146776880325;478.601780479341
9;-0.629127139481283;0.856914534049031;-1.35202731548656;-1.41135329117711;-243.405775197124;-498.725010040695;['WWTP_influence_as_cumulated_residence__nosed_0µm_autumn_222', 'TOC'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);294;0.860649766125257;1.40726184457776;448.099190831895;0.86208211996752;1.31857479511158;451.134979885503
4;0.96053100186836;0.829757934607373;-1.68421988618676;-1.4676168952641;-270.990762156006;-486.39219015972;['WWTP_influence_as_cumulated_residence__nosed_0µm_autumn_222', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);294;0.834181811040901;1.49002410122161;439.850522536853;0.84363072937122;1.37146776880325;478.601780479341
8;-0.181515737411638;0.792576211940558;-1.83922379624987;-1.06841671918567;-351.946217835935;-424.686769858116;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'TOC'];TweedieRegressor(alpha=1, link='log', max_iter=100000, power=2);194;0.782580999799695;1.14815538233025;412.368504617999;0.790843253858687;1.2970742235249;495.19225134561
1;-6.56501580260788;0.557411429398569;-0.77980341658383;-1.27886169791238;-447.651173022017;-433.146583852992;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222', 'TOC'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);194;0.450114373696954;1.22723497915425;435.125854687246;0.72132466409942;1.27655521729119;475.43622396428
7;-2.31042312199797;0.856770844383147;-1.49624857121018;-1.48401712042389;-538.265781615412;-434.245172560037;['WWTP_influence_as_cumulated_residence__nosed_0µm_autumn_222', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);294;0.854174727603226;1.48528244291903;435.686172969323;0.84363072937122;1.37146776880325;478.601780479341
0;0.817601616019319;0.871629558010201;-0.367881221926184;-1.2897798825271;-925.772815397449;-385.207914006505;['WWTP_influence_as_cumulated_residence__nosed_0µm_autumn_222', 'TOC'];TweedieRegressor(alpha=1, link='log', max_iter=100000, power=2);294;0.870723413514848;1.19441105556839;465.021035124435;0.854919425267972;1.34273550824587;465.02779059065
6;-0.156070088911904;0.890838837238977;-1.69732117498028;-1.12275988469273;-2534.49698689926;-337.591876963567;['WWTP_influence_as_cumulated_residence__nosed_0µm_autumnspring_222', 'TOC'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);354;0.873526887957147;1.18219725955006;399.10804648784;0.86182333618288;1.3222062893689;441.880450146328
3;0.691568867259743;0.730035318892144;-0.272669822218056;-1.4606339701116;-2735.287349174;-395.617026570394;['WWTP_influence_as_cumulated_residence__nosed_0µm_spring_222', 'TOC'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);394;0.817044188061014;1.33774112722606;397.701984189535;0.85267570570735;1.34749306099202;509.980224713848
2;-0.478233895693007;0.775105989493553;-4.89747443880319;-1.03089266212873;-6423.5336091804;-446.450455481518;['WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);264;0.698748893611141;1.4308838804054;535.675430336012;0.787839791750502;1.35091991282087;504.022949143453
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Model run: 20221122_080842;;;;;;;;;;;;;;;
Scaler: None;;;;;;;;;;;;;;;
n feature combinations: 2;;;;;;;;;;;;;;;
Regressors: [{'regressor': [TweedieRegressor(max_iter=100000)], 'regressor__power': [2], 'regressor__alpha': [0, 1, 2, 5], 'regressor__link': ['log']}];;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Scorer      for evaluation: R2  (outer fold results are sorted by this!);;;;;;;;;;;;;;;
Aggregation for evaluation: median;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
CV schemes:;;;;;;;;;;;;;;;
    inner: 10;;;;;;;;;;;;;;;
    outer: 10;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
outerCV_fold;test_R2;train_R2;test_MAPE;train_MAPE;test_MedAE;train_MedAE;features;regressor;feature_combi_ID;allSamples_R2;allSamples_MAPE;allSamples_MedAE;allSamples_R2_refit;allSamples_MAPE_refit;allSamples_MedAE_refit
2;0.898779301991672;0.935675848236684;-9.53567498618971;-1.10874978732076;-1375.20599341616;-874.026498793835;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=5, link='log', max_iter=100000, power=2);168;0.934625396476278;1.98050066996238;1120.00759591246;0.91699655654874;1.80588827783674;1013.28586429213
5;0.890878252977629;0.926147449289924;-0.342103311430459;-1.87433436874263;-295.515811622371;-1070.94229327268;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=5, link='log', max_iter=100000, power=2);168;0.92644051447278;1.71582770764138;1025.98420332401;0.91699655654874;1.80588827783674;1013.28586429213
3;0.878738758873912;0.8177968625215;-0.553117924922074;-2.03401322365084;-2582.10503647998;-720.75790277471;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=5, link='log', max_iter=100000, power=2);168;0.910876367091537;1.8808171582651;1052.65470136458;0.91699655654874;1.80588827783674;1013.28586429213
4;0.580152464876415;0.927599941310105;-2.93258596158327;-1.74703071826335;-1092.20769984513;-802.732458744157;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);170;0.923518878354645;1.86967436412404;849.816365682243;0.909947636205775;1.70100161340171;941.079402729227
9;0.210182198840385;0.893677738449533;-0.534550039442252;-1.94101898826964;-180.34336681515;-1048.69489440041;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);168;0.896500654445461;1.84402112972982;1037.09525405175;0.919218002403038;1.79943759274882;1010.55931633444
6;0.208195817115584;0.924821084481643;-1.1884456489924;-1.91239644798433;-2026.98506747914;-764.186676508599;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);230;0.912972043156563;1.83750498601965;861.167481162591;0.913466000627462;1.89269863465063;823.297593983108
1;-0.150401929565856;0.934968284930631;-0.428255595558;-2.35727424558634;-490.798065200988;-772.109959799626;['WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_444', 'TOC'];TweedieRegressor(alpha=5, link='log', max_iter=100000, power=2);269;0.918608596632677;2.15772059213513;685.025511798475;0.897672360272446;2.10530705918261;593.403796662115
8;-0.166066302351588;0.912971192144744;-1.48441278714568;-1.94835953519292;-273.396117378898;-680.15209126886;['WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222', 'TOC'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);189;0.900362115824326;1.90036504401562;675.563352785882;0.893912125539081;1.93372946984446;666.636308405884
0;-0.313365187056189;0.919387371148347;-0.594048274348187;-1.58677599467354;-1443.510832293;-519.180955111338;['WWTP_influence_as_cumulated_residence__nosed_0µm_allseasons_222_', 'D50 (µm)'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);512;0.897366344701011;1.4840800236054;588.687595501007;0.91316061281235;1.8185549056035;990.13321152117
7;-60.4306533812107;0.805283669858451;-6.84041443866036;-2.17306643485572;-6630.12079278816;-787.355476318208;['WWTP_influence_as_cumulated_residence__nosed_allsizes_allseasons_222', 'perc MUD'];TweedieRegressor(alpha=1, link='log', max_iter=100000, power=2);243;0.694527959314479;2.65589553869758;959.964239497773;0.722810378265234;2.42825020055221;848.542516422354
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Model run: 20221122_093338;;;;;;;;;;;;;;;
Scaler: None;;;;;;;;;;;;;;;
n feature combinations: 2;;;;;;;;;;;;;;;
Regressors: [{'regressor': [TweedieRegressor(max_iter=100000)], 'regressor__power': [2], 'regressor__alpha': [0, 1, 2], 'regressor__link': ['log']}];;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Scorer      for evaluation: R2  (outer fold results are sorted by this!);;;;;;;;;;;;;;;
Aggregation for evaluation: median;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
CV schemes:;;;;;;;;;;;;;;;
    inner: 10;;;;;;;;;;;;;;;
    outer: 10;;;;;;;;;;;;;;;
    ;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
outerCV_fold;test_R2;train_R2;test_MAPE;train_MAPE;test_MedAE;train_MedAE;features;regressor;feature_combi_ID;allSamples_R2;allSamples_MAPE;allSamples_MedAE;allSamples_R2_refit;allSamples_MAPE_refit;allSamples_MedAE_refit
2;0.898931024185566;0.936832717008935;-9.51192972454137;-1.10733488980914;-1405.74729410382;-872.648016377203;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);168;0.935693280325621;1.97677573478144;1128.16470394351;0.918335969888193;1.80201505546577;1011.14949611596
5;0.892478756562422;0.927561523916302;-0.339753735312021;-1.86928368453129;-297.194137080545;-1084.99136403385;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);168;0.927840902881127;1.71105644840516;1058.34813341105;0.918335969888193;1.80201505546577;1011.14949611596
3;0.884416108754569;0.817641008433717;-0.549857991848742;-2.03111686334562;-2532.57386560812;-740.420655225689;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);168;0.913085590227956;1.87788318698387;1051.07808096857;0.918335969888193;1.80201505546577;1011.14949611596
1;0.617386992137796;0.931855257821411;-0.258407424739743;-1.9821855611445;-267.041415945077;-1109.10638046132;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=2, link='log', max_iter=100000, power=2);168;0.927297905740057;1.8038636849647;1060.73783122719;0.918335969888193;1.80201505546577;1011.14949611596
4;0.580152464876415;0.927599941310105;-2.93258596158327;-1.74703071826335;-1092.20769984513;-802.732458744157;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);170;0.923518878354645;1.86967436412404;849.816365682243;0.909947636205775;1.70100161340171;941.079402729227
9;0.210182198840385;0.893677738449533;-0.534550039442252;-1.94101898826964;-180.34336681515;-1048.69489440041;['WWTP_influence_as_mean_time_travelled__nosed_18µm_spring_444', 'perc MUD'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);168;0.896500654445461;1.84402112972982;1037.09525405175;0.919218002403038;1.79943759274882;1010.55931633444
6;0.208195817115584;0.924821084481643;-1.1884456489924;-1.91239644798433;-2026.98506747914;-764.186676508599;['WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222', 'PC1'];TweedieRegressor(alpha=0, link='log', max_iter=100000, power=2);230;0.912972043156563;1.83750498601965;861.167481162591;0.913466000627462;1.89269863465063;823.297593983108
